base_info,house_daxiao,house_direction,house_id,house_scale,price,time,title
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/38层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",65㎡,朝南,FZ2189107244867010560,2室1厅1卫,2600元,2019-02-11,保利香槟国际 2室1厅 2600元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/7层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",104㎡,朝南,FZ2172890783429173248,3室2厅1卫,3000元,2019-01-19,东方公寓 3室2厅 3000元
"基本信息,发布：28天前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/33层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",25㎡,朝南,FZ2198443098408239104,1室0厅1卫,2500元,2019-02-23,保利香槟国际 1室0厅 2500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",114㎡,朝南,FZ2166363657876291584,3室2厅2卫,7000元,2019-01-10,保利香槟国际 3室2厅 7000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/21层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",42㎡,朝南,FZ2170696596919164928,1室1厅1卫,3900元,2019-01-16,东二环泰禾广场一期 1室1厅 3900元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/17层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",110㎡,朝北,FZ2169458993838432256,2室1厅1卫,8800元,2019-01-14,东二环泰禾广场二期 2室1厅 8800元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/18层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",75㎡,朝南,FZ2170730302547705856,3室1厅1卫,3300元,2019-01-16,远东丽景 3室1厅 3300元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",90㎡,朝南,FZ2169330979628924928,1室1厅1卫,2000元,2019-01-14,世欧王庄三区 1室1厅 2000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/12层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",43㎡,朝南,FZ2171522185397534720,1室1厅1卫,2700元,2019-01-17,东方银座 1室1厅 2700元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/38层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",108㎡,朝南,FZ2189722985471426560,3室2厅2卫,6500元,2019-02-11,保利香槟国际 3室2厅 6500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/55层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",159㎡,朝南 北,FZ2171743254343581696,4室2厅2卫,5500元,2019-01-17,世欧王庄城B区 4室2厅 5500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/27层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",25㎡,朝南,FZ2175302699338440704,1室1厅1卫,1300元,2019-01-22,祥园新苑 1室1厅 1300元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/29层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",45㎡,朝南,FZ2173262057875709952,1室1厅1卫,2500元,2019-01-19,世欧王庄二区 1室1厅 2500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",20㎡,朝南,FZ2172381745674977280,1室0厅0卫,1200元,2019-01-18,岳峰新城一区 1室0厅 1200元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/37层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",35㎡,朝南,FZ2174432934378086400,1室0厅1卫,1650元,2019-01-21,香开新城东区 1室0厅 1650元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/9层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝南,FZ2175063899895250944,2室1厅1卫,3000元,2019-01-22,实达温泉花园 2室1厅 3000元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/37层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",25㎡,朝南,FZ2189752087364517888,1室0厅1卫,2200元,2019-02-11,香开新城东区 1室0厅 2200元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/27层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",120㎡,朝南,FZ2157671390076485632,3室2厅2卫,3500元,2018-12-29,三远佳园 3室2厅 3500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",108㎡,朝南,FZ2158768520748605440,3室2厅2卫,5500元,2018-12-30,保利香槟国际 3室2厅 5500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/8层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",105㎡,朝南 北,FZ2162328644163207168,3室2厅2卫,3800元,2019-01-04,东华苑 3室2厅 3800元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/7层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",140㎡,朝南,FZ2163458143185534976,4室2厅2卫,3800元,2019-01-06,文华小区二区 4室2厅 3800元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/35层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",15㎡,朝南,FZ2162890363055390720,1室0厅1卫,1300元,2019-01-05,世欧王庄四区 1室0厅 1300元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/7层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",38㎡,朝南,FZ2159129136428490752,1室1厅1卫,2000元,2018-12-31,三木花园D区 1室1厅 2000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/15层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",131㎡,朝南 北,FZ2161428873261629440,3室2厅2卫,4600元,2019-01-03,景盛大厦 3室2厅 4600元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/8层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",90㎡,朝南,FZ2164887486096998400,2室1厅1卫,3000元,2019-01-08,茶会社区 2室1厅 3000元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/55层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝南,FZ2152904008438915072,2室1厅1卫,4500元,2018-12-22,世欧王庄城B区 2室1厅 4500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝东南,FZ2156512832043360256,2室1厅1卫,3000元,2018-12-27,祥屿佳园 2室1厅 3000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/55层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",40㎡,朝南,FZ2156412283092746240,1室1厅1卫,2000元,2018-12-27,世欧王庄城B区 1室1厅 2000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/24层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",30㎡,朝南,FZ2157276182327074816,1室0厅1卫,1500元,2018-12-28,福晟钱隆大第 1室0厅 1500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/17层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",147㎡,朝南 北,FZ2157658900856578048,4室2厅2卫,5000元,2018-12-29,好来屋 4室2厅 5000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝南,FZ2158430965402443776,1室0厅1卫,1500元,2018-12-30,世欧王庄四区 1室0厅 1500元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/7层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",80㎡,朝南,FZ2157941869659553792,2室1厅1卫,2700元,2018-12-29,闽澳花园 2室1厅 2700元
"基本信息,发布：4天前,入住：2019-04-01, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/26层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",75㎡,朝东南,FZ2215918564815142912,2室1厅1卫,2600元,2019-03-19,三远佳园 2室1厅 2600元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/34层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝东,FZ2157701055708930048,1室0厅1卫,1250元,2018-12-29,世欧王庄十一区 1室0厅 1250元
"基本信息,发布：2个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/17层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",35㎡,朝东,FZ2169450746847182848,1室1厅1卫,2200元,2019-01-14,东南花园 1室1厅 2200元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/7层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",110㎡,朝南,FZ2153965215610847232,3室2厅2卫,3600元,2018-12-24,环北一村 3室2厅 3600元
"基本信息,发布：2个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/11层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",146㎡,朝南 北,FZ2169187094172270592,4室2厅2卫,5800元,2019-01-14,罗马假日花园 4室2厅 5800元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/11层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",120㎡,朝南 北,FZ2125050788429701120,3室2厅2卫,3800元,2018-11-14,长乐苑 3室2厅 3800元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/30层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",27㎡,朝南,FZ2123872254352957440,1室0厅1卫,1350元,2018-11-12,恒宇国际公园 1室0厅 1350元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/14层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",38㎡,朝南,FZ2165106878537793536,1室0厅1卫,2200元,2019-01-08,龙城广场 1室0厅 2200元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",114㎡,朝东南,FZ2165824334865121280,3室2厅2卫,7000元,2019-01-09,保利香槟国际 3室2厅 7000元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/21层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",65㎡,朝南,FZ2179728795349819392,2室1厅1卫,4900元,2019-01-28,东二环泰禾广场一期 2室1厅 4900元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/32层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",91㎡,朝南,FZ2177946955035189248,3室1厅2卫,4600元,2019-01-26,保利香槟国际 3室1厅 4600元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/7层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",75㎡,朝南 北,FZ2172389664873791488,2室1厅1卫,2700元,2019-01-21,二化新村三区 2室1厅 2700元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：只能周末看房, ,楼层：中楼层/8层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",85㎡,朝南,UNKOWN2115101191670071296,3室1厅1卫,3800元,2018-10-31,福莲花苑 3室1厅 3800元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/47层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",60㎡,朝东南,UNKOWN2115553196620652544,1室1厅1卫,3000元,2018-11-01,世欧王庄A区 1室1厅 3000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/23层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",45㎡,朝东北,UNKOWN2115553394407522304,1室0厅1卫,2600元,2018-11-01,福晟钱隆首座 1室0厅 2600元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：低楼层/7层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",4445㎡,朝东南,UNKOWN2115553094925828096,1室1厅1卫,356000元,2018-11-01,兴元小区 1室1厅 356000元
"基本信息,发布：2天前,入住：2019-04-10, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/36层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",114㎡,朝南,FZ2217282208023461888,3室2厅2卫,10000元,2019-03-21,保利香槟国际 3室2厅 10000元
"基本信息,发布：2天前,入住：2019-04-10, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/31层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",50㎡,朝南,FZ2217361258943365120,2室1厅1卫,2650元,2019-03-21,世欧王庄三区 2室1厅 2650元
"基本信息,发布：8天前,入住：2019-04-15, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/8层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",105㎡,朝南,FZ2213062799729360896,3室2厅1卫,3600元,2019-03-15,福新公寓 3室2厅 3600元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/21层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",42㎡,朝南,FZ2176613103028928512,1室1厅1卫,3600元,2019-01-24,东二环泰禾广场一期 1室1厅 3600元
"基本信息,发布：1个月前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/22层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",170㎡,朝南,FZ2177491167879905280,4室1厅1卫,15000元,2019-01-25,东二环泰禾广场一期 4室1厅 15000元
"基本信息,发布：1天前,入住：2019-04-17, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/41层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",60㎡,朝南,FZ2218050912545406976,2室1厅1卫,3200元,2019-03-22,世欧王庄一区 2室1厅 3200元
"基本信息,发布：4个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/8层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",130㎡,朝东南,UNKOWN2115552945289297920,5室2厅2卫,5800元,2018-11-01,前屿新村 5室2厅 5800元
"基本信息,发布：4个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/33层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",35㎡,朝南,UNKOWN2115552894605598720,1室1厅1卫,1350元,2018-11-01,六一佳园 1室1厅 1350元
"基本信息,发布：4个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：低楼层/29层,电梯：无, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",173㎡,朝东南,UNKOWN2115552877492568064,3室1厅1卫,7000元,2018-11-01,长福世家 3室1厅 7000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/7层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",107㎡,朝南,UNKOWN2115162388352475136,3室1厅1卫,2800元,2018-10-31,远东花苑 3室1厅 2800元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：中楼层/13层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",156㎡,朝南,FZ2123611223647068160,3室2厅2卫,5000元,2018-11-12,世纪东方 3室2厅 5000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/31层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",25㎡,朝南,FZ2126420689178607616,1室0厅1卫,1350元,2018-11-16,恒宇国际公园 1室0厅 1350元
"基本信息,发布：4个月前,入住：暂无数据, ,租期：暂无数据,看房：暂无数据, ,楼层：高楼层/47层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",128㎡,朝东南,UNKOWN2115552877249298432,3室2厅2卫,4200元,2018-11-01,世欧王庄A区 3室2厅 4200元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/15层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",20㎡,朝东,UNKOWN2115553196402278400,1室0厅1卫,1000元,2018-11-01,永丰瑞景 1室0厅 1000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/30层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝东,UNKOWN2115553053972643840,1室0厅1卫,1700元,2018-11-01,香开新城西区 1室0厅 1700元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：低楼层/42层,电梯：无, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",135㎡,朝东南,UNKOWN2115553105830477824,5室1厅1卫,6000元,2018-11-01,世欧王庄一区 5室1厅 6000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/30层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",160㎡,朝南 北,UNKOWN2115553339151761408,4室2厅2卫,11000元,2018-11-01,泰禾金尊府 4室2厅 11000元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/28层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",30㎡,朝东,FZ2119257725786390528,1室0厅1卫,2100元,2018-11-06,世欧澜山 1室0厅 2100元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/31层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",105㎡,朝南 北,FZ2143817002274799616,4室1厅1卫,5000元,2018-12-10,融侨悦城 4室1厅 5000元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/37层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",140㎡,朝南,FZ2143472483301597184,3室1厅2卫,5000元,2018-12-09,香开新城东区 3室1厅 5000元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/6层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",104㎡,朝南 北,FZ2153498174197866496,3室2厅2卫,3500元,2018-12-23,三木都市田园 3室2厅 3500元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/32层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",75㎡,朝南,FZ2137292973652844544,2室1厅1卫,4200元,2018-12-01,世欧王庄四区 2室1厅 4200元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/56层,电梯：暂无数据, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",170㎡,朝南,FZ2148166380531490816,1室0厅1卫,11500元,2018-12-16,世欧王庄王子塔 1室0厅 11500元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/9层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",106㎡,朝南,FZ2126420700780052480,2室1厅1卫,4300元,2018-11-16,香樟林城市花园 2室1厅 4300元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/17层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",65㎡,朝南,FZ2157837916116615168,1室1厅1卫,5900元,2018-12-29,东二环泰禾广场二期 1室1厅 5900元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：低楼层/9层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",160㎡,朝东南 南,FZ2157866451275350016,4室1厅1卫,6000元,2018-12-29,东方华庭 4室1厅 6000元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：一般下班后可看, ,楼层：低楼层/8层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",86㎡,朝南,FZ2145991926150086656,2室1厅1卫,3000元,2018-12-13,福莲花苑 2室1厅 3000元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/12层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",130㎡,朝南 北,FZ2155503382574669824,3室2厅2卫,5000元,2018-12-26,日出东方 3室2厅 5000元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/11层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",116㎡,朝东南,FZ2145369618037358592,3室2厅2卫,5000元,2018-12-12,福祥楼（荣恩东港） 3室2厅 5000元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：只能周末看房, ,楼层：中楼层/15层,电梯：有, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",140㎡,朝东南,FZ2151280083208781824,3室2厅2卫,5500元,2018-12-20,景盛大厦 3室2厅 5500元
"基本信息,发布：3个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/55层,电梯：有, ,车位：暂无数据,用水：民水, ,用电：民电,燃气：有, ,采暖：暂无数据",90㎡,朝南,FZ2145475508082065408,2室1厅2卫,3950元,2018-12-12,世欧王庄城B区 2室1厅 3950元
"基本信息,发布：2个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：高楼层/25层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：无, ,采暖：暂无数据",80㎡,朝南,FZ2164318988404785152,3室2厅1卫,3350元,2019-01-07,浮村佳园 3室2厅 3350元
"基本信息,发布：4个月前,入住：随时入住, ,租期：暂无数据,看房：需提前预约, ,楼层：中楼层/8层,电梯：暂无数据, ,车位：暂无数据,用水：暂无数据, ,用电：暂无数据,燃气：有, ,采暖：暂无数据",80㎡,朝南,FZ2130044976191774720,2室2厅2卫,3500元,2018-11-21,福临东城 2室2厅 3500元
